timestamp,X,Y,Z
1788345236706,81.517714,-39.464983,-3.642016
1788345236807,81.502503,-39.447918,-3.681835
1788345236908,81.504203,-39.456032,-3.627199
1788345237009,81.488173,-39.432786,-3.666056
1788345237110,81.522720,-39.463996,-3.504487
1788345237210,81.578366,-39.546348,-3.199596
1788345237311,81.565566,-39.616791,-2.981227
1788345237412,81.543730,-39.598790,-2.734679
1788345237513,81.492483,-39.652783,-2.612700
1788345237614,81.504921,-39.671538,-2.386083
1788345237715,81.441427,-39.671743,-2.104668
1788345237816,81.831315,-39.578296,-1.987859
1788345237917,81.751408,-39.654883,-1.974051
1788345238018,81.910572,-39.592568,-1.853379
1788345238118,81.871743,-39.584276,-2.459917
1788345238219,81.880335,-39.684557,-2.518551
1788345238320,81.983573,-39.547308,-2.748499
1788345238421,81.972092,-39.550784,-2.740538
1788345238522,81.993525,-39.533487,-2.877774
1788345238623,81.941950,-39.567211,-2.746434
1788345238724,81.952038,-39.549531,-2.505881
1788345238825,81.837025,-39.510185,-2.642614
